transaction_id,injected_error_type,true_label,true_expected_net,true_explanation
TXN100920,CLEAN,MATCH,11182.3,"Clean transaction, no discrepancy."
TXN100921,IDENTITY_NOISE,MATCH,9063.38,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100922,CLEAN,MATCH,54268.05,"Clean transaction, no discrepancy."
TXN100923,AMOUNT_MISMATCH,EXCEPTION,9533.45,Unexplained settlement drift of 199.08 not attributable to fee/tax.
TXN100924,PARTIAL_SETTLEMENT,EXCEPTION,47065.02,Only part of the settlement amount was paid out; remainder unexplained.
TXN100925,FEE_MISMATCH,EXCEPTION,39983.66,Applied fee 812.44 does not match configured fee schedule (726.98).
TXN100926,CLEAN,MATCH,21350.67,"Clean transaction, no discrepancy."
TXN100927,CLEAN,MATCH,46032.72,"Clean transaction, no discrepancy."
TXN100928,CLEAN,MATCH,40014.15,"Clean transaction, no discrepancy."
TXN100929,FEE_MISMATCH,EXCEPTION,19036.59,Applied fee 601.11 does not match configured fee schedule (313.56).
TXN100930,CLEAN,MATCH,9034.52,"Clean transaction, no discrepancy."
TXN100931,CLEAN,MATCH,16994.02,"Clean transaction, no discrepancy."
TXN100932,AMOUNT_MISMATCH,EXCEPTION,42918.15,Unexplained settlement drift of 496.67 not attributable to fee/tax.
TXN100933,AMOUNT_MISMATCH,EXCEPTION,42609.42,Unexplained settlement drift of -425.98 not attributable to fee/tax.
TXN100934,DUPLICATE,EXCEPTION,27979.84,Duplicate payment record for same transaction.
TXN100935,CLEAN,MATCH,877.68,"Clean transaction, no discrepancy."
TXN100936,TAX_RECORD_MISSING,EXCEPTION,41951.54,No separate tax record was filed for this transaction (compliance gap).
TXN100937,AMOUNT_MISMATCH,EXCEPTION,32570.8,Unexplained settlement drift of 425.56 not attributable to fee/tax.
TXN100938,MISSING_BANK_CREDIT,EXCEPTION,2054.42,Settlement was booked but no corresponding bank credit was ever received.
TXN100939,TAX_RECORD_MISSING,EXCEPTION,7734.62,No separate tax record was filed for this transaction (compliance gap).
TXN100940,TAX_MISMATCH,EXCEPTION,2147.83,Applied GST 0 does not match expected GST (6.79).
TXN100941,CLEAN,MATCH,33505.04,"Clean transaction, no discrepancy."
TXN100942,BANK_AMOUNT_MISMATCH,EXCEPTION,22295.61,Bank credited 21949.76 instead of the settled net 22295.61.
TXN100943,FEE_MISMATCH,EXCEPTION,19111.02,Applied fee 463.4 does not match configured fee schedule (347.47).
TXN100944,CLEAN,MATCH,37269.06,"Clean transaction, no discrepancy."
TXN100945,AMOUNT_MISMATCH,EXCEPTION,30514.03,Unexplained settlement drift of -394.11 not attributable to fee/tax.
TXN100946,CLEAN,MATCH,48417.53,"Clean transaction, no discrepancy."
TXN100947,DUPLICATE,EXCEPTION,31714.9,Duplicate payment record for same transaction.
TXN100948,CLEAN,MATCH,22094.49,"Clean transaction, no discrepancy."
TXN100949,CLEAN,MATCH,13220.56,"Clean transaction, no discrepancy."
TXN100950,AMOUNT_MISMATCH,EXCEPTION,27106.53,Unexplained settlement drift of -418.48 not attributable to fee/tax.
TXN100951,BANK_AMOUNT_MISMATCH,EXCEPTION,40517.49,Bank credited 40878.89 instead of the settled net 40517.49.
TXN100952,TAX_RECORD_MISSING,EXCEPTION,43661.85,No separate tax record was filed for this transaction (compliance gap).
TXN100953,PARTIAL_SETTLEMENT,EXCEPTION,18410.59,Only part of the settlement amount was paid out; remainder unexplained.
TXN100954,CLEAN,MATCH,1589.75,"Clean transaction, no discrepancy."
TXN100955,PARTIAL_SETTLEMENT,EXCEPTION,2406.92,Only part of the settlement amount was paid out; remainder unexplained.
TXN100956,CLEAN,MATCH,4327.2,"Clean transaction, no discrepancy."
TXN100957,FEE_MISMATCH,EXCEPTION,11261.22,Applied fee 297.68 does not match configured fee schedule (197.71).
TXN100958,CLEAN,MATCH,9794.55,"Clean transaction, no discrepancy."
TXN100959,BANK_AMOUNT_MISMATCH,EXCEPTION,6281.3,Bank credited 6046.21 instead of the settled net 6281.3.
TXN100960,CLEAN,MATCH,56950.22,"Clean transaction, no discrepancy."
TXN100961,LEDGER_MISMATCH,EXCEPTION,40957.5,Merchant ledger booked 40671.77 instead of the settled net 40957.5.
TXN100962,CLEAN,MATCH,25001.82,"Clean transaction, no discrepancy."
TXN100963,AMOUNT_MISMATCH,EXCEPTION,7653.06,Unexplained settlement drift of 111.16 not attributable to fee/tax.
TXN100964,CLEAN,MATCH,19661.38,"Clean transaction, no discrepancy."
TXN100965,CLEAN,MATCH,40285.53,"Clean transaction, no discrepancy."
TXN100966,PARTIAL_SETTLEMENT,EXCEPTION,57542.99,Only part of the settlement amount was paid out; remainder unexplained.
TXN100967,BANK_AMOUNT_MISMATCH,EXCEPTION,1234.28,Bank credited 1321.09 instead of the settled net 1234.28.
TXN100968,CLEAN,MATCH,8867.34,"Clean transaction, no discrepancy."
TXN100969,LEDGER_MISMATCH,EXCEPTION,4258.9,Merchant ledger booked 4378.99 instead of the settled net 4258.9.
TXN100970,CLEAN,MATCH,42412.53,"Clean transaction, no discrepancy."
TXN100971,CLEAN,MATCH,21070.25,"Clean transaction, no discrepancy."
TXN100972,CLEAN,MATCH,45225.67,"Clean transaction, no discrepancy."
TXN100973,FEE_MISMATCH,EXCEPTION,13960.94,Applied fee 333.23 does not match configured fee schedule (231.32).
TXN100974,LEDGER_MISMATCH,EXCEPTION,40075.12,Merchant ledger booked 40336.72 instead of the settled net 40075.12.
TXN100975,IDENTITY_NOISE,MATCH,44904.59,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100976,CLEAN,MATCH,29107.34,"Clean transaction, no discrepancy."
TXN100977,CLEAN,MATCH,57943.82,"Clean transaction, no discrepancy."
TXN100978,CLEAN,MATCH,26069.47,"Clean transaction, no discrepancy."
TXN100979,CLEAN,MATCH,29118.31,"Clean transaction, no discrepancy."
TXN100980,CLEAN,MATCH,33726.79,"Clean transaction, no discrepancy."
TXN100981,CLEAN,MATCH,33311.25,"Clean transaction, no discrepancy."
TXN100982,CLEAN,MATCH,29142.91,"Clean transaction, no discrepancy."
TXN100983,MISSING_BANK_CREDIT,EXCEPTION,19051.49,Settlement was booked but no corresponding bank credit was ever received.
TXN100984,FEE_MISMATCH,EXCEPTION,20711.32,Applied fee 711.77 does not match configured fee schedule (463.43).
TXN100985,DATE_ANOMALY_NORMAL,MATCH,6108.97,Settlement delayed by a few days; within normal processing window.
TXN100986,MISSING_SETTLEMENT,EXCEPTION,14923.86,Settlement record missing entirely.
TXN100987,CLEAN,MATCH,51259.48,"Clean transaction, no discrepancy."
TXN100988,CLEAN,MATCH,2653.9,"Clean transaction, no discrepancy."
TXN100989,CLEAN,MATCH,1668.64,"Clean transaction, no discrepancy."
TXN100990,CLEAN,MATCH,33458.98,"Clean transaction, no discrepancy."
TXN100991,CLEAN,MATCH,40855.25,"Clean transaction, no discrepancy."
TXN100992,CLEAN,MATCH,36303.39,"Clean transaction, no discrepancy."
TXN100993,CLEAN,MATCH,49590.87,"Clean transaction, no discrepancy."
TXN100994,CLEAN,MATCH,17728.85,"Clean transaction, no discrepancy."
TXN100995,CLEAN,MATCH,35071.14,"Clean transaction, no discrepancy."
TXN100996,TAX_MISMATCH,EXCEPTION,12607.53,Applied GST 0 does not match expected GST (56.74).
TXN100997,CLEAN,MATCH,38842.37,"Clean transaction, no discrepancy."
TXN100998,CLEAN,MATCH,36689.25,"Clean transaction, no discrepancy."
TXN100999,DATE_ANOMALY_NORMAL,MATCH,36898.4,Settlement delayed by a few days; within normal processing window.
